"ID","OBJECTID","Value","Count","WHRALL","LIFE_FORM","WHRNUM","WHRNAME","WHRTYPE","WHRSIZE","WHRDENSITY","WHR10NUM","WHR10NAME","WHR13NUM","WHR13NAME","SOURCE_NAME","SOURCE_YEAR"
1867,1868,1868,1407,"CPC5M","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
1868,1869,1869,216,"MCHXX","SHRUB",32,"Mixed Chaparral","MCH","X","X",70,"Shrub",70,"Shrub","CALVEG-NorthCoastNE",1994
1869,1870,1870,20,"ASP1S","HARDWOOD",5,"Aspen","ASP","1","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2004
1870,1871,1871,222,"BOP3P","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","3","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthInterior",2009
1871,1872,1872,427,"KMC2M","CONIFER",27,"Klamath Mixed Conifer","KMC","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",1994
1872,1873,1873,24,"MHW4P","HARDWOOD",36,"Montane Hardwood","MHW","4","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1873,1874,1874,148,"JUN2S","CONIFER",26,"Juniper","JUN","2","S",30,"Conifer",32,"Conifer Woodland","CALVEG-NorthInterior",2009
1874,1875,1875,13207,"BOP4S","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","4","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthInterior",2009
1875,1876,1876,186,"KMC2S","CONIFER",27,"Klamath Mixed Conifer","KMC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",1994
1876,1877,1877,165,"MRI3D","HARDWOOD",37,"Montane Riparian","MRI","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",1994
1877,1878,1878,21,"VRI3M","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",2003
1878,1879,1879,1796,"BOP4M","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","4","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthInterior",2009
1879,1880,1880,1000,"MHW1D","HARDWOOD",36,"Montane Hardwood","MHW","1","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1880,1881,1881,16,"MHC4D","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2004
1881,1882,1882,173,"MHC2D","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1994
1882,1883,1883,11832,"MHW2S","HARDWOOD",36,"Montane Hardwood","MHW","2","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastS",2007
1883,1884,1884,493,"COW2S","HARDWOOD",10,"Coastal Oak Woodland","COW","2","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastS",2007
1884,1885,1885,7,"LPN5D","CONIFER",29,"Lodgepole Pine","LPN","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
1885,1886,1886,10334,"SGBXX","SHRUB",50,"Sagebrush","SGB","X","X",70,"Shrub",70,"Shrub","CALVEG-NorthInterior/CALFIRE update",2009
1886,1887,1887,357,"SMC4D","CONIFER",51,"Sierran Mixed Conifer","SMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1994
1887,1888,1888,6058,"CRPXX","AGRICULTURE",60,"Cropland","CRP","X","X",10,"Agriculture",10,"Agriculture","CALVEG-NorthInterior",2009
1888,1889,1889,5,"MRI3M","HARDWOOD",37,"Montane Riparian","MRI","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1889,1890,1890,15,"VRI3P","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",1994
1890,1891,1891,67440,"MHW3D","HARDWOOD",36,"Montane Hardwood","MHW","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1994
1891,1892,1892,6102,"DFR3D","CONIFER",14,"Douglas Fir","DFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1994
1892,1893,1893,37093,"LSGXX","SHRUB",30,"Low Sage","LSG","X","X",70,"Shrub",70,"Shrub","CALVEG-NorthInterior",2009
1893,1894,1894,8505,"MHC3D","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1994
1894,1895,1895,218159,"MHC4D","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1895,1896,1896,110,"WFR4D","CONIFER",58,"White Fir","WFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior/CALFIRE update",2007
1896,1897,1897,25808,"MHC4D","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1994
1897,1898,1898,107,"WFR5D","CONIFER",58,"White Fir","WFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior/CALFIRE update",2007
1898,1899,1899,700,"WTMXX","HERBACEOUS",59,"Wet Meadow","WTM","X","X",100,"Wetland",100,"Wetland","CALVEG-NorthInterior/CALFIRE update",2009
1899,1900,1900,58273,"DFR4D","CONIFER",14,"Douglas Fir","DFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1994
1900,1901,1901,105,"LPN5M","CONIFER",29,"Lodgepole Pine","LPN","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
1901,1902,1902,2533,"COW3D","HARDWOOD",10,"Coastal Oak Woodland","COW","3","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",1994
1902,1903,1903,5345,"COW3D","HARDWOOD",10,"Coastal Oak Woodland","COW","3","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",1998
1903,1904,1904,21,"VRI4D","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",1998
1904,1905,1905,19046,"MHC3D","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1905,1906,1906,35013,"DFR5D","CONIFER",14,"Douglas Fir","DFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1994
1906,1907,1907,31,"ASP5D","HARDWOOD",5,"Aspen","ASP","5","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2007
1907,1908,1908,7,"DORXX","AGRICULTURE",67,"Deciduous Orchard","DOR","X","X",10,"Agriculture",10,"Agriculture","CALVEG-NorthInterior",2009
1908,1909,1909,20776,"PASXX","HERBACEOUS",72,"Pasture","PAS","X","X",60,"Herbaceous",60,"Herbaceous","CALVEG-NorthInterior",2009
1909,1910,1910,11496,"DFR3D","CONIFER",14,"Douglas Fir","DFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1910,1911,1911,235,"MHW5P","HARDWOOD",36,"Montane Hardwood","MHW","5","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2009
1911,1912,1912,154883,"MHW3D","HARDWOOD",36,"Montane Hardwood","MHW","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1998
1912,1913,1913,182,"WFR5M","CONIFER",58,"White Fir","WFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1913,1914,1914,242181,"DFR4D","CONIFER",14,"Douglas Fir","DFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1914,1915,1915,42,"MHC3S","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2004
1915,1916,1916,3149,"WFR4M","CONIFER",58,"White Fir","WFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1916,1917,1917,1313,"WFR4M","CONIFER",58,"White Fir","WFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1917,1918,1918,249,"WTMXX","HERBACEOUS",59,"Wet Meadow","WTM","X","X",100,"Wetland",100,"Wetland","CALVEG-NorthCoastNE",1998
1918,1919,1919,1616,"RFR5M","CONIFER",45,"Red Fir","RFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1994
1919,1920,1920,408,"WFR3M","CONIFER",58,"White Fir","WFR","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1920,1921,1921,212,"WFR3P","CONIFER",58,"White Fir","WFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1921,1922,1922,1300,"WFR4P","CONIFER",58,"White Fir","WFR","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1922,1923,1923,28328,"DFR5D","CONIFER",14,"Douglas Fir","DFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1994
1923,1924,1924,2107,"WFR4D","CONIFER",58,"White Fir","WFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1924,1925,1925,59,"CRPXX","AGRICULTURE",60,"Cropland","CRP","X","X",10,"Agriculture",10,"Agriculture","CALVEG-NorthCoastNE",2003
1925,1926,1926,41,"MHW3P","HARDWOOD",36,"Montane Hardwood","MHW","3","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1926,1927,1927,18896,"MHC4S","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastS",2007
1927,1928,1928,78,"COW3M","HARDWOOD",10,"Coastal Oak Woodland","COW","3","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",1994
1928,1929,1929,281,"KMC4D","CONIFER",27,"Klamath Mixed Conifer","KMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2005
1929,1930,1930,463,"WFR4P","CONIFER",58,"White Fir","WFR","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1930,1931,1931,671,"MHW1S","HARDWOOD",36,"Montane Hardwood","MHW","1","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2009
1931,1932,1932,43,"EPN2P","CONIFER",20,"Eastside Pine","EPN","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior/CALFIRE update",2004
1932,1933,1933,105,"RFR4P","CONIFER",45,"Red Fir","RFR","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1933,1934,1934,190011,"DFR5D","CONIFER",14,"Douglas Fir","DFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1934,1935,1935,84,"EPN2S","CONIFER",20,"Eastside Pine","EPN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior/CALFIRE update",2004
1935,1936,1936,1984,"BOP2P","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","2","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",2007
1936,1937,1937,321,"WFR4S","CONIFER",58,"White Fir","WFR","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1937,1938,1938,39,"KMC3D","CONIFER",27,"Klamath Mixed Conifer","KMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2005
1938,1939,1939,158,"MHC4D","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2005
1939,1940,1940,50,"CPC5D","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1940,1941,1941,60,"CPC2S","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
1941,1942,1942,15,"MRI3M","HARDWOOD",37,"Montane Riparian","MRI","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",1998
1942,1943,1943,312,"WFR3P","CONIFER",58,"White Fir","WFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1943,1944,1944,445115,"MHW4D","HARDWOOD",36,"Montane Hardwood","MHW","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1998
1944,1945,1945,235,"MHW1M","HARDWOOD",36,"Montane Hardwood","MHW","1","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1945,1946,1946,45,"MRI4D","HARDWOOD",37,"Montane Riparian","MRI","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1946,1947,1947,18,"DFR3D","CONIFER",14,"Douglas Fir","DFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2005
1947,1948,1948,3644,"MHW3S","HARDWOOD",36,"Montane Hardwood","MHW","3","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",1999
1948,1949,1949,27504,"MHC4M","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",1999
1949,1950,1950,69,"WFR5P","CONIFER",58,"White Fir","WFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1950,1951,1951,25,"WFR5S","CONIFER",58,"White Fir","WFR","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1994
1951,1952,1952,7725,"COW4D","HARDWOOD",10,"Coastal Oak Woodland","COW","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",1998
1952,1953,1953,1319,"COW2D","HARDWOOD",10,"Coastal Oak Woodland","COW","2","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",1998
1953,1954,1954,254,"KMC5M","CONIFER",27,"Klamath Mixed Conifer","KMC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",1998
1954,1955,1955,10,"WFR2P","CONIFER",58,"White Fir","WFR","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1955,1956,1956,5,"WFR5S","CONIFER",58,"White Fir","WFR","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1956,1957,1957,52,"WFR4S","CONIFER",58,"White Fir","WFR","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1994
1957,1958,1958,44,"MHC2P","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2005
1958,1959,1959,547,"MHW2D","HARDWOOD",36,"Montane Hardwood","MHW","2","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",1994
1959,1960,1960,308,"WFR4S","CONIFER",58,"White Fir","WFR","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1960,1961,1961,14969,"MHW3M","HARDWOOD",36,"Montane Hardwood","MHW","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1994
1961,1962,1962,40,"MRI2D","HARDWOOD",37,"Montane Riparian","MRI","2","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1962,1963,1963,19,"COW1M","HARDWOOD",10,"Coastal Oak Woodland","COW","1","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastS",2007
1963,1964,1964,13,"COW1P","HARDWOOD",10,"Coastal Oak Woodland","COW","1","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastS",2007
1964,1965,1965,65,"MRI4D","HARDWOOD",37,"Montane Riparian","MRI","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",1994
1965,1966,1966,17394,"MHW2D","HARDWOOD",36,"Montane Hardwood","MHW","2","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1998
1966,1967,1967,447,"WFR3D","CONIFER",58,"White Fir","WFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1967,1968,1968,21297,"DFR5M","CONIFER",14,"Douglas Fir","DFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1968,1969,1969,163571,"MHW4M","HARDWOOD",36,"Montane Hardwood","MHW","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1998
1969,1970,1970,113595,"MHW4D","HARDWOOD",36,"Montane Hardwood","MHW","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1994
1970,1971,1971,126,"DFR4M","CONIFER",14,"Douglas Fir","DFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2005
1971,1972,1972,447,"MHC3M","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
1972,1973,1973,4001,"MHW2D","HARDWOOD",36,"Montane Hardwood","MHW","2","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1994
1973,1974,1974,104437,"MHW3M","HARDWOOD",36,"Montane Hardwood","MHW","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1998
1974,1975,1975,912,"MCPXX","SHRUB",34,"Montane Chaparral","MCP","X","X",70,"Shrub",70,"Shrub","CALVEG-NorthCoastNW",2005
1975,1976,1976,40,"DFR4S","CONIFER",14,"Douglas Fir","DFR","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2005
1976,1977,1977,22376,"MHC5D","CONIFER",35,"Montane Hardwood-Conifer","MHC","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1994
1977,1978,1978,896,"MHC2P","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2009
1978,1979,1979,337,"SMC3S","CONIFER",51,"Sierran Mixed Conifer","SMC","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",1999
1979,1980,1980,42,"MRI4D","HARDWOOD",37,"Montane Riparian","MRI","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",1998
1980,1981,1981,485,"WFR3D","CONIFER",58,"White Fir","WFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1981,1982,1982,1472,"MHW2M","HARDWOOD",36,"Montane Hardwood","MHW","2","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",1994
1982,1983,1983,13533,"EPN4P","CONIFER",20,"Eastside Pine","EPN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior/CALFIRE update",2004
1983,1984,1984,13,"MRI4M","HARDWOOD",37,"Montane Riparian","MRI","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1984,1985,1985,350,"SMC4D","CONIFER",51,"Sierran Mixed Conifer","SMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
1985,1986,1986,37580,"DFR4M","CONIFER",14,"Douglas Fir","DFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1986,1987,1987,131,"DFR3D","CONIFER",14,"Douglas Fir","DFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2005
1987,1988,1988,534,"SMC3P","CONIFER",51,"Sierran Mixed Conifer","SMC","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",1999
1988,1989,1989,757,"KMC2S","CONIFER",27,"Klamath Mixed Conifer","KMC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",1998
1989,1990,1990,43,"MHW1S","HARDWOOD",36,"Montane Hardwood","MHW","1","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
1990,1991,1991,98,"VRI3D","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",1998
1991,1992,1992,5980,"DFR5P","CONIFER",14,"Douglas Fir","DFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1992,1993,1993,9,"VRI3M","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",1998
1993,1994,1994,17,"DFR3M","CONIFER",14,"Douglas Fir","DFR","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2005
1994,1995,1995,8349,"MHC5M","CONIFER",35,"Montane Hardwood-Conifer","MHC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1998
1995,1996,1996,17,"DFR2S","CONIFER",14,"Douglas Fir","DFR","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
1996,1997,1997,34,"MRI3M","HARDWOOD",37,"Montane Riparian","MRI","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",1994
1997,1998,1998,612,"ASP4D","HARDWOOD",5,"Aspen","ASP","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2009
1998,1999,1999,1060,"MHW5D","HARDWOOD",36,"Montane Hardwood","MHW","5","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2007
1999,2000,2000,863,"MCPXX","SHRUB",34,"Montane Chaparral","MCP","X","X",70,"Shrub",70,"Shrub","CALVEG-NorthCoastNW",1998
2000,2001,2001,65,"DFR2D","CONIFER",14,"Douglas Fir","DFR","2","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2001,2002,2002,312,"ASP3D","HARDWOOD",5,"Aspen","ASP","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2009
2002,2003,2003,30,"EPN3M","CONIFER",20,"Eastside Pine","EPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",2004
2003,2004,2004,55,"KMC5P","CONIFER",27,"Klamath Mixed Conifer","KMC","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2004,2005,2005,188,"PPN5M","CONIFER",42,"Ponderosa Pine","PPN","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1994
2005,2006,2006,84,"MHW3D","HARDWOOD",36,"Montane Hardwood","MHW","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2005
2006,2007,2007,387,"ASP4M","HARDWOOD",5,"Aspen","ASP","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2009
2007,2008,2008,62,"VRI4D","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",2003
2008,2009,2009,39,"JUN3P","CONIFER",26,"Juniper","JUN","3","P",30,"Conifer",32,"Conifer Woodland","CALVEG-NorthInterior",2009
2009,2010,2010,535,"WFR5D","CONIFER",58,"White Fir","WFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
2010,2011,2011,89,"WFR5M","CONIFER",58,"White Fir","WFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",1998
2011,2012,2012,66,"WFR5P","CONIFER",58,"White Fir","WFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
2012,2013,2013,738,"SMC4M","CONIFER",51,"Sierran Mixed Conifer","SMC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2013,2014,2014,9084,"SMC4D","CONIFER",51,"Sierran Mixed Conifer","SMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2014,2015,2015,1956,"MHC5M","CONIFER",35,"Montane Hardwood-Conifer","MHC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",1994
2015,2016,2016,24,"VRI4D","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",1994
2016,2017,2017,472,"MHW1P","HARDWOOD",36,"Montane Hardwood","MHW","1","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2003
2017,2018,2018,916,"LACXX","WATER",28,"Lacustrine","LAC","X","X",90,"Water",90,"Water","CALVEG-NorthCoastNE",1998
2018,2019,2019,205,"PGSXX","HERBACEOUS",39,"Perennial Grassland","PGS","X","X",60,"Herbaceous",60,"Herbaceous","CALVEG-NorthCoastNW",2005
2019,2020,2020,222,"SMC3M","CONIFER",51,"Sierran Mixed Conifer","SMC","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",1994
2020,2021,2021,184,"SMC3D","CONIFER",51,"Sierran Mixed Conifer","SMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2021,2022,2022,16,"WFR5S","CONIFER",58,"White Fir","WFR","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2003
2022,2023,2023,29318,"SMC5D","CONIFER",51,"Sierran Mixed Conifer","SMC","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",1994
2023,2024,2024,45,"KMC2S","CONIFER",27,"Klamath Mixed Conifer","KMC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2024,2025,2025,110,"SMC3M","CONIFER",51,"Sierran Mixed Conifer","SMC","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2025,2026,2026,770,"SMC3D","CONIFER",51,"Sierran Mixed Conifer","SMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2007
2026,2027,2027,2,"VRI4M","HARDWOOD",56,"Valley Foothill Riparian","VRI","4","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNE",2003
2027,2028,2028,767,"SMC5M","CONIFER",51,"Sierran Mixed Conifer","SMC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2007
2028,2029,2029,43,"SMC4P","CONIFER",51,"Sierran Mixed Conifer","SMC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2003
2029,2030,2030,787,"SMC4D","CONIFER",51,"Sierran Mixed Conifer","SMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2007
